"species_code","species_orig","species","comm_name","major_group","isscaap","genus_food_name","calcium_mg","calories_kcal","carbohydrates_g","copper_mg","dietary_fiber_g","fat_g","folate_mcg","iron_mg","magnesium_mg","monounsaturated_fatty_acids_g","niacin_mg","phosphorus_mg","polyunsaturated_fatty_acids_g","potassium_mg","protein_g","riboflavin_mg","saturated_fatty_acids_g","sodium_mg","thiamin_mg","vitamin_a_mcg_rae","vitamin_b6_mg","vitamin_c_mg","zinc_mg"
"ZEX","Zeidae","Zeidae","Dories nei","Pisces","Miscellaneous demersal fishes","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"ZYE","Zygochlamys delicatula","Psychrochlamys delicatula subantarctica","Delicate scallop","Mollusca","Scallops, pectens","Molluscs; Other",89.5,81.5,3.535,0.205,0,1.1,7,5.2,22,0.2165,1.68,162,0.409,175,12.06,0.145,0.3275,275.05,0.026,26.5,0.05,4,2.36
"CXP","Cynoponticus coniceps","Cynoponticus coniceps","Red pike conger","Pisces","Miscellaneous demersal fishes","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"HUV","Heterocarpus vicarius","Heterocarpus vicarius","Northern nylon shrimp","Crustacea","Shrimps, prawns","Crustaceans",83,88,0.8,0.669,0,1.14,40.5,1.6,39,0.21,2.45,224,0.3,220,17.5,0.07,0.211,190,0.04,44,0.15,0,2.39
"MXT","Mithrax armatus","Mithrax armatus","Harbour spidercrab","Crustacea","Crabs, sea-spiders","Crustaceans",83,88,0.8,0.669,0,1.14,40.5,1.6,39,0.21,2.45,224,0.3,220,17.5,0.07,0.211,190,0.04,44,0.15,0,2.39
"JCM","Calanus finmarchicus","Calanus finmarchicus","","Crustacea","Miscellaneous marine crustaceans","Crustaceans",83,88,0.8,0.669,0,1.14,40.5,1.6,39,0.21,2.45,224,0.3,220,17.5,0.07,0.211,190,0.04,44,0.15,0,2.39
"ENX","Centrolabrus exoletus","Centrolabrus exoletus","Rock cook","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"TBR","Ctenolabrus rupestris","Ctenolabrus rupestris","Goldsinny-wrasse","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"MOD","Modiolus spp","Modiolus spp","Horse mussels nei","Mollusca","Mussels","Molluscs; Other",89.5,81.5,3.535,0.205,0,1.1,7,5.2,22,0.2165,1.68,162,0.409,175,12.06,0.145,0.3275,275.05,0.026,26.5,0.05,4,2.36
"PLZ","Pleuronectidae","Pleuronectidae","Righteye flounders nei","Pisces","Flounders, halibuts, soles","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"YFM","Symphodus melops","Symphodus melops","Corkwing wrasse","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"YJS","Babylonia spirata","Babylonia spirata","Spiral babylon","Mollusca","Abalones, winkles, conchs","Molluscs; Other",89.5,81.5,3.535,0.205,0,1.1,7,5.2,22,0.2165,1.68,162,0.409,175,12.06,0.145,0.3275,275.05,0.026,26.5,0.05,4,2.36
"DOB","Chirocentrus dorab","Chirocentrus dorab","Dorab wolf-herring","Pisces","Herrings, sardines, anchovies","Pelagic Fish",57.5,109,0,0.0575,0,3,8,1.225,32,1.182,4.1,221,1.06,331,19.4,0.11,1.18,80,0.06,27,0.4,0,0.66
"NPP","Parapenaeopsis spp","Parapenaeopsis spp","Parapenaeopsis shrimps nei","Crustacea","Shrimps, prawns","Crustaceans",83,88,0.8,0.669,0,1.14,40.5,1.6,39,0.21,2.45,224,0.3,220,17.5,0.07,0.211,190,0.04,44,0.15,0,2.39
"NXC","Caranx caballus","Caranx caballus","Green jack","Pisces","Miscellaneous pelagic fishes","Pelagic Fish",57.5,109,0,0.0575,0,3,8,1.225,32,1.182,4.1,221,1.06,331,19.4,0.11,1.18,80,0.06,27,0.4,0,0.66
"YLP","Cyclopsetta panamensis","Cyclopsetta panamensis","God's flounder","Pisces","Flounders, halibuts, soles","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"HNS","Anisotremus scapularis","Anisotremus scapularis","","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"PDR","Paralonchurus peruanus","Paralonchurus peruanus","Peruvian banded croaker","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"GUF","Rhinobatos planiceps","Pseudobatos planiceps","Pacific guitarfish","Pisces","Sharks, rays, chimaeras","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"DRU","Sciaena spp","Sciaena spp","Sciaenas nei","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"AIB","Ambassidae","Ambassidae","Glassfishes","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"CSI","Crassostrea iredalei","Crassostrea iredalei","Slipper cupped oyster","Mollusca","Oysters","Molluscs; Other",89.5,81.5,3.535,0.205,0,1.1,7,5.2,22,0.2165,1.68,162,0.409,175,12.06,0.145,0.3275,275.05,0.026,26.5,0.05,4,2.36
"MOO","Mene maculata","Mene maculata","Moonfish","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"SCT","Scatophagus spp","Scatophagus spp","Scats","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"ENC","Enchelyopus cimbrius","Enchelyopus cimbrius","Fourbeard rockling","Pisces","Cods, hakes, haddocks","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"TEZ","Paradiplospinus antarcticus","Paradiplospinus antarcticus","Antarctic escolar","Pisces","Miscellaneous demersal fishes","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"LAS","Petromyzontidae","Petromyzontidae","Lampreys nei","Pisces","Miscellaneous diadromous fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"WRO","Sebastes entomelas","Sebastes entomelas","Widow rockfish","Pisces","Miscellaneous demersal fishes","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"YRO","Sebastes flavidus","Sebastes flavidus","Yellowtail rockfish","Pisces","Miscellaneous demersal fishes","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"SOM","Silurus glanis","Silurus glanis","Wels(=Som) catfish","Pisces","Miscellaneous freshwater fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"APH","Aphanopus intermedius","Aphanopus intermedius","Intermediate scabbardfish","Pisces","Miscellaneous demersal fishes","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"TFD","Batrachoididae","Batrachoididae","Toadfishes, etc. nei","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"BYS","Beryx splendens","Beryx splendens","Splendid alfonsino","Pisces","Miscellaneous demersal fishes","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"CPL","Centrophorus lusitanicus","Centrophorus lusitanicus","Lowfin gulper shark","Pisces","Sharks, rays, chimaeras","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"COU","Coris julis","Coris julis","Rainbow wrasse","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"SHB","Echinorhinus brucus","Echinorhinus brucus","Bramble shark","Pisces","Sharks, rays, chimaeras","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"HPR","Hoplostethus mediterraneus","Hoplostethus mediterraneus","Mediterranean slimehead","Pisces","Miscellaneous demersal fishes","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"LDB","Lepidorhombus boscii","Lepidorhombus boscii","Four-spot megrim","Pisces","Flounders, halibuts, soles","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"SQF","Loligo forbesi","Loligo forbesii","Veined squid","Mollusca","Squids, cuttlefishes, octopuses","Cephalopods",35.5,76.75,0.6,0.511,0,0.8,16,1.75,30,0.1,1.5,163,0.3,260,15.49,0.06,0.3,230,0.02,28.5,0.15,2.75,1.68
"ANK","Lophius budegassa","Lophius budegassa","Blackbellied angler","Pisces","Miscellaneous demersal fishes","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"MPN","Metapenaeus monoceros","Metapenaeus monoceros","Speckled shrimp","Crustacea","Shrimps, prawns","Crustaceans",83,88,0.8,0.669,0,1.14,40.5,1.6,39,0.21,2.45,224,0.3,220,17.5,0.07,0.211,190,0.04,44,0.15,0,2.39
"SDS","Mustelus asterias","Mustelus asterias","Starry smooth-hound","Pisces","Sharks, rays, chimaeras","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"SCU","Myoxocephalus spp","Myoxocephalus spp","Sculpins","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"OXY","Oxynotus centrina","Oxynotus centrina","Angular roughshark","Pisces","Sharks, rays, chimaeras","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"PNI","Penaeus indicus","Fenneropenaeus indicus","Indian white prawn","Crustacea","Shrimps, prawns","Crustaceans",83,88,0.8,0.669,0,1.14,40.5,1.6,39,0.21,2.45,224,0.3,220,17.5,0.07,0.211,190,0.04,44,0.15,0,2.39
"FRL","Pharus legumen","Pharus legumen","Bean solen","Mollusca","Clams, cockles, arkshells","Molluscs; Other",89.5,81.5,3.535,0.205,0,1.1,7,5.2,22,0.2165,1.68,162,0.409,175,12.06,0.145,0.3275,275.05,0.026,26.5,0.05,4,2.36
"LKW","Plesionika edwardsii","Plesionika edwardsii","Striped soldier shrimp","Crustacea","Shrimps, prawns","Crustaceans",83,88,0.8,0.669,0,1.14,40.5,1.6,39,0.21,2.45,224,0.3,220,17.5,0.07,0.211,190,0.04,44,0.15,0,2.39
"PCB","Pollicipes pollicipes","Pollicipes pollicipes","Barnacle","Crustacea","Miscellaneous marine crustaceans","Crustaceans",83,88,0.8,0.669,0,1.14,40.5,1.6,39,0.21,2.45,224,0.3,220,17.5,0.07,0.211,190,0.04,44,0.15,0,2.39
"QPH","Polybius henslowii","Polybius henslowii","Henslow’s swimming crab","Crustacea","Crabs, sea-spiders","Crustaceans",83,88,0.8,0.669,0,1.14,40.5,1.6,39,0.21,2.45,224,0.3,220,17.5,0.07,0.211,190,0.04,44,0.15,0,2.39
"PXV","Polymixia nobilis","Polymixia nobilis","Stout beardfish","Pisces","Miscellaneous demersal fishes","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"POI","Pontinus kuhlii","Pontinus kuhlii","Offshore rockfish","Pisces","Miscellaneous demersal fishes","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"PSK","Pseudocarcharias kamoharai","Pseudocarcharias kamoharai","Crocodile shark","Pisces","Sharks, rays, chimaeras","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"HDV","Schedophilus ovalis","Schedophilus ovalis","Imperial blackfish","Pisces","Miscellaneous demersal fishes","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"WSA","Serranus atricauda","Serranus atricauda","Blacktail comber","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"BAS","Serranus spp","Serranus spp","Combers nei","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"JAA","Trachurus picturatus","Trachurus picturatus","Blue jack mackerel","Pisces","Miscellaneous pelagic fishes","Pelagic Fish",57.5,109,0,0.0575,0,3,8,1.225,32,1.182,4.1,221,1.06,331,19.4,0.11,1.18,80,0.06,27,0.4,0,0.66
"VNR","Venerupis rhomboides","Venerupis rhomboides","Banded carpet shell","Mollusca","Clams, cockles, arkshells","Molluscs; Other",89.5,81.5,3.535,0.205,0,1.1,7,5.2,22,0.2165,1.68,162,0.409,175,12.06,0.145,0.3275,275.05,0.026,26.5,0.05,4,2.36
"ASX","Apsilus dentatus","Apsilus dentatus","Black snapper","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"CXR","Caranx ruber","Caranx ruber","Bar jack","Pisces","Miscellaneous pelagic fishes","Pelagic Fish",57.5,109,0,0.0575,0,3,8,1.225,32,1.182,4.1,221,1.06,331,19.4,0.11,1.18,80,0.06,27,0.4,0,0.66
"EEY","Epinephelus mystacinus","Hyporthodus mystacinus","Misty grouper","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"EEO","Etelis oculatus","Etelis oculatus","Queen snapper","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"LJN","Lutjanus analis","Lutjanus analis","Mutton snapper","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"LJU","Lutjanus buccanella","Lutjanus buccanella","Blackfin snapper","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"LTJ","Lutjanus vivanus","Lutjanus vivanus","Silk snapper","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"MKV","Mycteroperca venenosa","Mycteroperca venenosa","Yellowfin grouper","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"NGB","Negaprion brevirostris","Negaprion brevirostris","Lemon shark","Pisces","Sharks, rays, chimaeras","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"UPZ","Pristipomoides macrophthalmus","Pristipomoides macrophthalmus","Cardinal snapper","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"TUM","Atule mate","Atule mate","Yellowtail scad","Pisces","Miscellaneous pelagic fishes","Pelagic Fish",57.5,109,0,0.0575,0,3,8,1.225,32,1.182,4.1,221,1.06,331,19.4,0.11,1.18,80,0.06,27,0.4,0,0.66
"NGS","Carangoides malabaricus","Carangoides malabaricus","Malabar trevally","Pisces","Miscellaneous pelagic fishes","Pelagic Fish",57.5,109,0,0.0575,0,3,8,1.225,32,1.182,4.1,221,1.06,331,19.4,0.11,1.18,80,0.06,27,0.4,0,0.66
"GQT","Plectorhinchus gaterinus","Plectorhinchus gaterinus","Blackspotted rubberlip","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"NWS","Scolopsis taeniata","Scolopsis taeniata","Black-streaked monocle bream","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"MUV","Mulloidichthys flavolineatus","Mulloidichthys flavolineatus","Yellowstripe goatfish","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"CUI","Alosa caspia","Alosa caspia","Caspian shad","Pisces","Shads","Pelagic Fish",57.5,109,0,0.0575,0,3,8,1.225,32,1.182,4.1,221,1.06,331,19.4,0.11,1.18,80,0.06,27,0.4,0,0.66
"GAT","Galeichthys feliceps","Galeichthys feliceps","White barbel","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"MBF","Mesogobius batrachocephalus","Mesogobius batrachocephalus","Knout goby","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"BNF","Pterothrissus belloci","Nemoossis belloci","Longfin bonefish","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"YTT","Berryteuthis magister","Berryteuthis magister","Schoolmaster gonate squid","Mollusca","Squids, cuttlefishes, octopuses","Cephalopods",35.5,76.75,0.6,0.511,0,0.8,16,1.75,30,0.1,1.5,163,0.3,260,15.49,0.06,0.3,230,0.02,28.5,0.15,2.75,1.68
"CMJ","Corbicula japonica","Corbicula japonica","Japanese corbicula","Mollusca","Freshwater molluscs","Molluscs; Other",89.5,81.5,3.535,0.205,0,1.1,7,5.2,22,0.2165,1.68,162,0.409,175,12.06,0.145,0.3275,275.05,0.026,26.5,0.05,4,2.36
"FCX","Crustacea","Crustacea","Freshwater crustaceans nei","Crustacea","Freshwater crustaceans","Crustaceans",83,88,0.8,0.669,0,1.14,40.5,1.6,39,0.21,2.45,224,0.3,220,17.5,0.07,0.211,190,0.04,44,0.15,0,2.39
"SAF","Eleginus gracilis","Eleginus gracilis","Saffron cod","Pisces","Cods, hakes, haddocks","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"COW","Eleginus navaga","Eleginus nawaga","Navaga(=Wachna cod)","Pisces","Cods, hakes, haddocks","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"ESZ","Erilepis zonifer","Erilepis zonifer","Skilfish","Pisces","Miscellaneous demersal fishes","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"HBZ","Erimacrus isenbeckii","Erimacrus isenbeckii","Hair crab","Crustacea","Crabs, sea-spiders","Crustaceans",83,88,0.8,0.669,0,1.14,40.5,1.6,39,0.21,2.45,224,0.3,220,17.5,0.07,0.211,190,0.04,44,0.15,0,2.39
"LUC","Leuciscus cephaloides","Squalius cephaloides","","Pisces","Carps, barbels and other cyprinids","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"KAQ","Lithodes aequispina","Lithodes aequispinus","Golden king crab","Crustacea","King crabs, squat-lobsters","Crustaceans",83,88,0.8,0.669,0,1.14,40.5,1.6,39,0.21,2.45,224,0.3,220,17.5,0.07,0.211,190,0.04,44,0.15,0,2.39
"NDJ","Pandalopsis japonica","Pandalopsis japonica","Morotoge shrimp","Crustacea","Shrimps, prawns","Crustaceans",83,88,0.8,0.669,0,1.14,40.5,1.6,39,0.21,2.45,224,0.3,220,17.5,0.07,0.211,190,0.04,44,0.15,0,2.39
"DUJ","Pandalus goniurus","Pandalus goniurus","Humpy shrimp","Crustacea","Shrimps, prawns","Crustaceans",83,88,0.8,0.669,0,1.14,40.5,1.6,39,0.21,2.45,224,0.3,220,17.5,0.07,0.211,190,0.04,44,0.15,0,2.39
"PYX","Pandalus hypsinotus","Pandalus hypsinotus","Coonstripe shrimp","Crustacea","Shrimps, prawns","Crustaceans",83,88,0.8,0.669,0,1.14,40.5,1.6,39,0.21,2.45,224,0.3,220,17.5,0.07,0.211,190,0.04,44,0.15,0,2.39
"DUK","Pandalus kessleri","Pandalus kessleri","Hokkai shrimp","Crustacea","Shrimps, prawns","Crustaceans",83,88,0.8,0.669,0,1.14,40.5,1.6,39,0.21,2.45,224,0.3,220,17.5,0.07,0.211,190,0.04,44,0.15,0,2.39
"KCY","Paralithodes brevipes","Paralithodes brevipes","Brown king crab","Crustacea","King crabs, squat-lobsters","Crustaceans",83,88,0.8,0.669,0,1.14,40.5,1.6,39,0.21,2.45,224,0.3,220,17.5,0.07,0.211,190,0.04,44,0.15,0,2.39
"KCI","Paralithodes platypus","Paralithodes platypus","Blue king crab","Crustacea","King crabs, squat-lobsters","Crustaceans",83,88,0.8,0.669,0,1.14,40.5,1.6,39,0.21,2.45,224,0.3,220,17.5,0.07,0.211,190,0.04,44,0.15,0,2.39
"KVV","Paralomis verrilli","Paralomis verrilli","Red vermillion crab","Crustacea","King crabs, squat-lobsters","Crustaceans",83,88,0.8,0.669,0,1.14,40.5,1.6,39,0.21,2.45,224,0.3,220,17.5,0.07,0.211,190,0.04,44,0.15,0,2.39
"GPE","Phycis chesteri","Phycis chesteri","Longfin hake","Pisces","Cods, hakes, haddocks","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"FRX","Rutilus spp","Rutilus spp","Roaches nei","Pisces","Carps, barbels and other cyprinids","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"CVL","Sclerocrangon spp","Sclerocrangon spp","Sculptured shrimps nei","Crustacea","Shrimps, prawns","Crustaceans",83,88,0.8,0.669,0,1.14,40.5,1.6,39,0.21,2.45,224,0.3,220,17.5,0.07,0.211,190,0.04,44,0.15,0,2.39
"SJU","Sebastolobus alascanus","Sebastolobus alascanus","Shortspine thornyhead","Pisces","Miscellaneous demersal fishes","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"SSD","Spisula spp","Spisula spp","Surf clams nei","Mollusca","Clams, cockles, arkshells","Molluscs; Other",89.5,81.5,3.535,0.205,0,1.1,7,5.2,22,0.2165,1.68,162,0.409,175,12.06,0.145,0.3275,275.05,0.026,26.5,0.05,4,2.36
"LBT","Jasus tristani","Jasus tristani","Tristan da Cunha rock lobster","Crustacea","Lobsters, spiny-rock lobsters","Crustaceans",83,88,0.8,0.669,0,1.14,40.5,1.6,39,0.21,2.45,224,0.3,220,17.5,0.07,0.211,190,0.04,44,0.15,0,2.39
"USP","Clepticus parrae","Clepticus parrae","Creole wrasse","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"BHA","Hemiramphus balao","Hemiramphus balao","Balao halfbeak","Pisces","Miscellaneous pelagic fishes","Pelagic Fish",57.5,109,0,0.0575,0,3,8,1.225,32,1.182,4.1,221,1.06,331,19.4,0.11,1.18,80,0.06,27,0.4,0,0.66
"AFK","Apsilus fuscus","Apsilus fuscus","African forktail snapper","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
