"type","class","order","family","genus","species","sciname"
"invert","Malacostraca","Decapoda","Portunidae","Scylla","serrata","Scylla serrata"
"invert","Bivalvia","Veneroida","Psammobiidae","Asaphis","violascens","Asaphis violascens"
"invert","Bivalvia","Veneroida","Psammobiidae","Soletellina","diphos","Soletellina diphos"
"invert","Bivalvia","Pterioida","Pteriidae","Pinctada","margaritifera","Pinctada margaritifera"
"invert","Bivalvia","Pterioida","Pteriidae","Pteria","penguin","Pteria penguin"
"invert","Malacostraca","Decapoda","Scyllaridae","Thenus","orientalis","Thenus orientalis"
"invert","Bivalvia","Veneroida","Semelidae","Scrobicularia","plana","Scrobicularia plana"
"invert","Cephalopoda","Sepiida","Sepiidae","Sepia","officinalis","Sepia officinalis"
"invert","Malacostraca","Decapoda","Sergestidae","Acetes","erythraeus","Acetes erythraeus"
"invert","Malacostraca","Decapoda","Sergestidae","Acetes","japonicus","Acetes japonicus"
"invert","Malacostraca","Decapoda","Sicyoniidae","Sicyonia","brevirostris","Sicyonia brevirostris"
"invert","Malacostraca","Decapoda","Sicyoniidae","Sicyonia","ingentis","Sicyonia ingentis"
"invert","Bivalvia","Veneroida","Solecurtidae","Sinonovacula","constricta","Sinonovacula constricta"
"invert","Malacostraca","Decapoda","Solenoceridae","Pleoticus","muelleri","Pleoticus muelleri"
"invert","Malacostraca","Decapoda","Solenoceridae","Pleoticus","robustus","Pleoticus robustus"
"invert","Malacostraca","Decapoda","Solenoceridae","Solenocera","agassizii","Solenocera agassizii"
"invert","Malacostraca","Stomatopoda","Squillidae","Squilla","mantis","Squilla mantis"
"invert","Holothuroidea","Aspidochirotida","Stichopodidae","Thelenota","ananas","Thelenota ananas"
"invert","Bivalvia","Veneroida","Tridacnidae","Hippopus","hippopus","Hippopus hippopus"
"invert","Gastropoda","Archaeogastropoda","Trochidae","Trochus","niloticus","Trochus niloticus"
"invert","Malacostraca","Decapoda","Upogebiidae","Upogebia","pugettensis","Upogebia pugettensis"
"invert","Bivalvia","Veneroida","Veneridae","Callista","chione","Callista chione"
"invert","Bivalvia","Veneroida","Veneridae","Chamelea","gallina","Chamelea gallina"
"invert","Bivalvia","Veneroida","Veneridae","Cyclina","sinensis","Cyclina sinensis"
"invert","Bivalvia","Veneroida","Veneridae","Leukoma","staminea","Leukoma staminea"
"invert","Bivalvia","Veneroida","Veneridae","Mercenaria","mercenaria","Mercenaria mercenaria"
"invert","Bivalvia","Veneroida","Veneridae","Meretrix","lusoria","Meretrix lusoria"
"invert","Bivalvia","Veneroida","Veneridae","Paphia","gallus","Paphia gallus"
"invert","Bivalvia","Veneroida","Veneridae","Ruditapes","decussatus","Ruditapes decussatus"
"invert","Bivalvia","Veneroida","Veneridae","Ruditapes","philippinarum","Ruditapes philippinarum"
"invert","Bivalvia","Veneroida","Veneridae","Saxidomus","gigantea","Saxidomus gigantea"
"invert","Bivalvia","Veneroida","Veneridae","Tapes","aureus","Tapes aureus"
"invert","Bivalvia","Veneroida","Veneridae","Venerupis","pullastra","Venerupis pullastra"
"invert","Bivalvia","Veneroida","Veneridae","Venerupis","rhomboides","Venerupis rhomboides"
"invert","Bivalvia","Veneroida","Veneridae","Venus","verrucosa","Venus verrucosa"
